Station,Year,Month,MaxT (Deg.Cel),MinT(Deg.Cel)
Sitakunda (11912),2006,9,32.57,25.02
Sitakunda (11912),2006,10,33.08,24.16
Sitakunda (11912),2006,11,30.99,18.79
Sitakunda (11912),2006,12,28.38,13.46
Sitakunda (11912),2007,1,26.71,10.95
Sitakunda (11912),2007,2,28.31,15.7
Sitakunda (11912),2007,3,32.27,17.19
Sitakunda (11912),2007,4,32.34,22.99
Sitakunda (11912),2007,5,33.5,25.17
Sitakunda (11912),2007,6,31.85,25.19
Sitakunda (11912),2007,7,30.65,25.32
Sitakunda (11912),2007,8,32.28,25.42
Sitakunda (11912),2007,9,31.86,25.37
Sitakunda (11912),2007,10,32.36,23.25
Sitakunda (11912),2007,11,30.93,20
Sitakunda (11912),2007,12,27.87,13.7
Sitakunda (11912),2008,1,27.08,12.36
Sitakunda (11912),2008,2,27.61,13.14
Sitakunda (11912),2008,3,31.58,20.32
Sitakunda (11912),2008,4,34.17,22.61
Sitakunda (11912),2008,5,33.78,24.58
Sitakunda (11912),2008,6,31.7,25.52
Sitakunda (11912),2008,7,30.65,25.11
Sitakunda (11912),2008,8,31.35,25.26
Sitakunda (11912),2008,9,32.74,25.13
Sitakunda (11912),2008,10,32.54,23.39
Sitakunda (11912),2008,11,31.2,17.38
Sitakunda (11912),2008,12,28.09,14.89
Sitakunda (11912),2009,1,28.25,12.2
Sitakunda (11912),2009,2,30.9,15.58
Sitakunda (11912),2009,3,33.46,20.27
Sitakunda (11912),2009,4,33.6,25.3
Sitakunda (11912),2009,5,33.7,25.61
Sitakunda (11912),2009,6,33.11,26.21
Sitakunda (11912),2009,7,30.97,25.79
Sitakunda (11912),2009,8,31.77,25.65
Sitakunda (11912),2009,9,32.63,25.3
Sitakunda (11912),2009,10,32.86,22.63
Sitakunda (11912),2009,11,31.39,18.72
Sitakunda (11912),2009,12,28.44,12.66
Sitakunda (11912),2010,1,27.72,10.8
Sitakunda (11912),2010,2,30.62,13.76
Sitakunda (11912),2010,3,33.24,21.52
Sitakunda (11912),2010,4,33.48,25.65
Sitakunda (11912),2010,5,33.33,25.01
Sitakunda (11912),2010,6,31.78,25.41
Sitakunda (11912),2010,7,32.35,25.92
Sitakunda (11912),2010,8,32.69,25.58
Sitakunda (11912),2010,9,32.47,25.37
Sitakunda (11912),2010,10,33.54,24.41
Sitakunda (11912),2010,11,31.81,19.58
Sitakunda (11912),2010,12,28.57,13.6
Sitakunda (11912),2011,1,26.95,10.5
Sitakunda (11912),2011,2,30.52,14.01
Sitakunda (11912),2011,3,32.32,18.59
Sitakunda (11912),2011,4,33,22.4
Sitakunda (11912),2011,5,32.9,24.38
Sitakunda (11912),2011,6,31.75,25.72
Sitakunda (11912),2011,7,32.15,25.36
Sitakunda (11912),2011,8,31.12,25.18
Sitakunda (11912),2011,9,31.79,25.27
Sitakunda (11912),2011,10,33.05,23.51
Sitakunda (11912),2011,11,31.07,17.07
Sitakunda (11912),2011,12,27.48,13.6
Sitakunda (11912),2012,1,27.17,12.55
Sitakunda (11912),2012,2,31.16,13.32
Sitakunda (11912),2012,3,31.96,21.14
Sitakunda (11912),2012,4,32.21,23
Sitakunda (11912),2012,5,33.94,24.93
Sitakunda (11912),2012,6,32.31,25.53
Sitakunda (11912),2012,7,31.37,25.32
Sitakunda (11912),2012,8,32.69,25.3
Sitakunda (11912),2012,9,33.09,25.55
Sitakunda (11912),2012,10,32.86,22.97
Sitakunda (11912),2012,11,30.34,18.43
Sitakunda (11912),2012,12,26.92,11.95
Sitakunda (11912),2013,1,27.02,10.04
Sitakunda (11912),2013,2,31.5,14.54
Sitakunda (11912),2013,3,32.99,19.19
Sitakunda (11912),2013,4,33.49,23.54
Sitakunda (11912),2013,5,31.16,24.36
Sitakunda (11912),2013,6,33.02,25.93
Sitakunda (11912),2013,7,32.3,25.68
Sitakunda (11912),2013,8,31.86,25.45
Sitakunda (11912),2013,9,32.64,25.05
Sitakunda (11912),2013,10,31.87,23.74
Sitakunda (11912),2013,11,31.19,17.28
Sitakunda (11912),2013,12,27.84,13.33
Sitakunda (11912),2014,1,27.54,11.33
Sitakunda (11912),2014,2,29.11,14.07
Sitakunda (11912),2014,3,32.36,18.73
Sitakunda (11912),2014,4,35.19,23.94
Sitakunda (11912),2014,5,33.77,25.96
Sitakunda (11912),2014,6,32.13,25.8
Sitakunda (11912),2014,7,32.38,26.12
Sitakunda (11912),2014,8,31.33,25.54
Sitakunda (11912),2014,9,32.35,25.3
Sitakunda (11912),2014,10,33.16,23.47
Sitakunda (11912),2014,11,31.36,18.02
Sitakunda (11912),2014,12,28.18,13.32
Sitakunda (11912),2015,1,27.52,13.06
Sitakunda (11912),2015,2,29.94,14.18
Sitakunda (11912),2015,3,33.55,18.77
Sitakunda (11912),2015,4,32.35,22.93
Sitakunda (11912),2015,5,33.56,25.32
Sitakunda (11912),2015,6,32.21,25.88
Sitakunda (11912),2015,7,30.48,25.36
Sitakunda (11912),2015,8,31.63,25.66
Sitakunda (11912),2015,9,32.82,25.33
Sitakunda (11912),2015,10,32.17,23.31
Sitakunda (11912),2015,11,30.94,18.44
Sitakunda (11912),2015,12,26.98,14.57
Sitakunda (11912),2016,1,26.68,11.89
Sitakunda (11912),2016,2,30.14,17.77
Sitakunda (11912),2016,3,32.73,21.42
Sitakunda (11912),2016,4,32.79,26.57
Sitakunda (11912),2016,5,33.48,24.89
Sitakunda (11912),2016,6,32.7,25.82
Sitakunda (11912),2016,7,31.26,25.59
Sitakunda (11912),2016,8,32.02,25.85
Sitakunda (11912),2016,9,32.93,25.75
Sitakunda (11912),2016,10,32.74,24.26
Sitakunda (11912),2016,11,29.89,18.57
Sitakunda (11912),2016,12,29.16,14.85
Sitakunda (11912),2017,1,28.52,12.15
Sitakunda (11912),2017,2,30.95,15.41
Sitakunda (11912),2017,3,30.34,19.31
Sitakunda (11912),2017,4,31.53,23.43
Sitakunda (11912),2017,5,33.88,25.52
Sitakunda (11912),2017,6,31.95,25.5
Sitakunda (11912),2017,7,31.35,25.69
Sitakunda (11912),2017,8,31.91,25.6
Sitakunda (11912),2017,9,32.3,25.3
Sitakunda (11912),2017,10,31.84,23.87
Sitakunda (11912),2017,11,31.51,19.14
Sitakunda (11912),2017,12,28.23,15.02
Sitakunda (11912),2018,1,25.76,11.02
Sitakunda (11912),2018,2,30.05,15.41
Sitakunda (11912),2018,3,32.37,20.24
Sitakunda (11912),2018,4,33.48,22.95
Sitakunda (11912),2018,5,32.23,23.88
Sitakunda (11912),2018,6,32.39,25.54
Sitakunda (11912),2018,7,31.77,25.81
Sitakunda (11912),2018,8,32.5,25.83
Sitakunda (11912),2018,9,33.27,25.42
Sitakunda (11912),2018,10,31.26,22.55
Sitakunda (11912),2018,11,31.05,17.15
Sitakunda (11912),2018,12,27.85,13.44
Sitakunda (11912),2019,1,29.04,11.22
Sitakunda (11912),2019,2,29.84,14.31
Sitakunda (11912),2019,3,32.13,19.44
Sitakunda (11912),2019,4,33.72,23.06
Sitakunda (11912),2019,5,33.65,25.72
Sitakunda (11912),2019,6,33.49,26.27
Sitakunda (11912),2019,7,31.55,25.78
Sitakunda (11912),2019,8,32.57,26.26
Sitakunda (11912),2019,9,32.69,25.64
Sitakunda (11912),2019,10,32.7,23.95
Sitakunda (11912),2019,11,31.04,19.08
Sitakunda (11912),2019,12,26.93,13.43
Sitakunda (11912),2020,1,26.09,12.73
Sitakunda (11912),2020,2,28.33,13.25
Sitakunda (11912),2020,3,33.11,18.42
Sitakunda (11912),2020,4,33.19,22.46
Sitakunda (11912),2020,5,33.55,24.94
Sitakunda (11912),2020,6,32.58,26.1
Sitakunda (11912),2020,7,32.26,26.01
Sitakunda (11912),2020,8,32.51,26.16
Sitakunda (11912),2020,9,31.85,25.73
Sitakunda (11912),2020,10,32.67,25.35
Sitakunda (11912),2020,11,31.72,18.68
Sitakunda (11912),2020,12,28.2,13.33
Sitakunda (11912),2021,1,28.76,12.57
Sitakunda (11912),2021,2,30.8,13.73
Sitakunda (11912),2021,3,34.32,20.53
Sitakunda (11912),2021,4,35.54,23.68
Sitakunda (11912),2021,5,35.22,25.28
Sitakunda (11912),2021,6,31.3,25.39
Sitakunda (11912),2021,7,31.9,25.65
Sitakunda (11912),2021,8,31.71,25.72
Sitakunda (11912),2021,9,33.64,25.35
Sitakunda (11912),2021,10,33.73,24.31
Sitakunda (11912),2021,11,31.82,18.24
Sitakunda (11912),2021,12,28.23,14.16
Sitakunda (11912),2022,1,26.82,12.23
Sitakunda (11912),2022,2,28.5,12.13
Sitakunda (11912),2022,3,33.75,19.53
Sitakunda (11912),2022,4,33.04,24.99
Sitakunda (11912),2022,5,32.79,24.78
Sitakunda (11912),2022,6,31.83,24.25
Sitakunda (11912),2022,7,33.1,25.78
Sitakunda (11912),2022,8,33.47,25.39
Sitakunda (11912),2022,9,33.07,25.16
Sitakunda (11912),2022,10,33.05,23.8
Sitakunda (11912),2022,11,32.19,18.88
Sitakunda (11912),2022,12,29.2,14.69
Madaripur (11513),1985,1,25.6,12.98
Madaripur (11513),1985,2,28.7,14.64
Madaripur (11513),1985,3,34.04,22.25
Madaripur (11513),1985,4,34.73,24.2
Madaripur (11513),1985,5,33.66,23.55
Madaripur (11513),1985,6,32.72,25.58
Madaripur (11513),1985,7,31.36,25.34
Madaripur (11513),1985,8,32.55,25.97
Madaripur (11513),1985,9,32.06,25.54
Madaripur (11513),1985,10,32.71,23.6
Madaripur (11513),1985,11,30.19,17.99
Madaripur (11513),1985,12,27.97,13.9
Madaripur (11513),1986,1,26.02,11.79
Madaripur (11513),1986,2,29.26,14.02
Madaripur (11513),1986,3,34.49,18.77
Madaripur (11513),1986,4,34.51,21.8
Madaripur (11513),1986,5,34.12,23.33
Madaripur (11513),1986,6,33.52,25.92
Madaripur (11513),1986,7,32.23,25.4
Madaripur (11513),1986,8,33.02,26.28
Madaripur (11513),1986,9,31.57,25.11
Madaripur (11513),1986,10,31.76,23.19
Madaripur (11513),1986,11,29.97,19.87
Madaripur (11513),1986,12,27.31,14.9
Madaripur (11513),1987,1,26.64,12.28
Madaripur (11513),1987,2,30.1,15.13
Madaripur (11513),1987,3,33.25,19.38
Madaripur (11513),1987,4,34.86,23.21
Madaripur (11513),1987,5,34.73,24.26
Madaripur (11513),1987,6,33.74,25.86
Madaripur (11513),1987,7,31.69,25.85
Madaripur (11513),1987,8,31.8,26.09
Madaripur (11513),1987,9,32.21,25.76
Madaripur (11513),1987,10,33.2,24.02
Madaripur (11513),1987,11,30.3,19.32
Madaripur (11513),1987,12,27.34,13.98
Madaripur (11513),1988,1,26.72,12.03
Madaripur (11513),1988,2,29.58,14.99
Madaripur (11513),1988,3,32.72,19.79
Madaripur (11513),1988,4,35.19,23.28
Madaripur (11513),1988,5,33.25,24.37
Madaripur (11513),1988,6,31.88,25.82
Madaripur (11513),1988,7,31.95,25.81
Madaripur (11513),1988,8,31.64,25.93
Madaripur (11513),1988,9,33.07,26.32
Madaripur (11513),1988,10,32.6,23.82
Madaripur (11513),1988,11,30.49,19.43
Madaripur (11513),1988,12,27.21,15.79
Madaripur (11513),1989,1,24.84,10.62
Madaripur (11513),1989,2,28.73,14.83
Madaripur (11513),1989,3,33.58,19.01
Madaripur (11513),1989,4,35.45,24.16
Madaripur (11513),1989,5,34.69,25.4
Madaripur (11513),1989,6,33,25.49
Madaripur (11513),1989,7,32.33,25.85
Madaripur (11513),1989,8,32.33,26.09
Madaripur (11513),1989,9,32.4,25.66
Madaripur (11513),1989,10,31.39,24.52
Madaripur (11513),1989,11,30.19,18.34
Madaripur (11513),1989,12,26.28,13.01
Madaripur (11513),1990,1,25.95,12.6
Madaripur (11513),1990,2,28.96,16.3
Madaripur (11513),1990,3,29.71,18.57
Madaripur (11513),1990,4,32.77,22.33
Madaripur (11513),1990,5,33.77,24.44
Madaripur (11513),1990,6,32.84,26.02
Madaripur (11513),1990,7,31.47,25.89
Madaripur (11513),1990,8,32.59,26.09
Madaripur (11513),1990,9,33.01,25.73
Madaripur (11513),1990,10,30.71,22.97
Madaripur (11513),1990,11,30.5,20.22
Madaripur (11513),1990,12,27.14,14.27
Madaripur (11513),1991,1,24.64,12.28
Madaripur (11513),1991,2,29.79,16.11
Madaripur (11513),1991,3,33.26,20.89
Madaripur (11513),1991,4,34.49,23.8
Madaripur (11513),1991,5,33.04,24.17
Madaripur (11513),1991,6,32.28,25.33
Madaripur (11513),1991,7,32.45,26.06
Madaripur (11513),1991,8,31.92,25.89
Madaripur (11513),1991,9,32.28,25.68
Madaripur (11513),1991,10,31.55,24.02
Madaripur (11513),1991,11,28.67,17.92
Madaripur (11513),1991,12,26.1,13.5
Madaripur (11513),1992,1,24.74,11.51
Madaripur (11513),1992,2,26.71,14.83
Madaripur (11513),1992,3,33.25,21.35
Madaripur (11513),1992,4,36.27,24.57
Madaripur (11513),1992,5,34.03,23.67
Madaripur (11513),1992,6,33.26,25.81
Madaripur (11513),1992,7,31.92,25.43
Madaripur (11513),1992,8,32.33,25.71
Madaripur (11513),1992,9,32.23,25.47
Madaripur (11513),1992,10,32.72,23.54
Madaripur (11513),1992,11,30.12,18.52
Madaripur (11513),1992,12,26.35,12.16
Madaripur (11513),1993,1,25.29,11.45
Madaripur (11513),1993,2,29.18,16
Madaripur (11513),1993,3,31.5,17.81
Madaripur (11513),1993,4,34.24,22.06
Madaripur (11513),1993,5,32.71,23.4
Madaripur (11513),1993,6,32.03,25.21
Madaripur (11513),1993,7,31.85,25.8
Madaripur (11513),1993,8,31.97,26.27
Madaripur (11513),1993,9,31.69,25.54
Madaripur (11513),1993,10,31.96,24.25
Madaripur (11513),1993,11,29.54,19.55
Madaripur (11513),1993,12,27.04,14.21
Madaripur (11513),1994,1,25.62,12.49
Madaripur (11513),1994,2,26.7,14.09
Madaripur (11513),1994,3,32.64,20.91
Madaripur (11513),1994,4,33.91,23.01
Madaripur (11513),1994,5,34.19,24.69
Madaripur (11513),1994,6,31.8,26.01
Madaripur (11513),1994,7,31.78,26.2
Madaripur (11513),1994,8,31.62,26.4
Madaripur (11513),1994,9,32.51,25.8
Madaripur (11513),1994,10,32.59,23.7
Madaripur (11513),1994,11,29.68,19.16
Madaripur (11513),1994,12,26.89,12.55
Madaripur (11513),1995,1,24.37,11.03
Madaripur (11513),1995,2,27.77,14.91
Madaripur (11513),1995,3,33.49,18.8
Madaripur (11513),1995,4,36.03,23.94
Madaripur (11513),1995,5,34.41,26.19
Madaripur (11513),1995,6,32.24,26.46
Madaripur (11513),1995,7,31.46,26.09
Madaripur (11513),1995,8,32.31,26.36
Madaripur (11513),1995,9,32.15,26.2
Madaripur (11513),1995,10,32.51,24.83
Madaripur (11513),1995,11,28.95,20.72
Madaripur (11513),1995,12,26.2,13.81
Madaripur (11513),1996,1,25.26,12.72
Madaripur (11513),1996,2,28.88,15.42
Madaripur (11513),1996,3,33.49,21.58
Madaripur (11513),1996,4,34.59,23.08
Madaripur (11513),1996,5,34.46,25.3
Madaripur (11513),1996,6,32.38,25.49
Madaripur (11513),1996,7,32.19,26.34
Madaripur (11513),1996,8,31.39,26.25
Madaripur (11513),1996,9,33.13,26.44
Madaripur (11513),1996,10,32.02,23.8
Madaripur (11513),1996,11,29.84,19.24
Madaripur (11513),1996,12,26.82,13.96
Madaripur (11513),1997,1,24.95,11.43
Madaripur (11513),1997,2,27.61,14.47
Madaripur (11513),1997,3,32.3,20.83
Madaripur (11513),1997,4,31.39,21.05
Madaripur (11513),1997,5,33.84,24.36
Madaripur (11513),1997,6,33.52,25.65
Madaripur (11513),1997,7,32.05,26.16
Madaripur (11513),1997,8,32.53,26.44
Madaripur (11513),1997,9,32,25.6
Madaripur (11513),1997,10,32.1,22.89
Madaripur (11513),1997,11,30.34,19.8
Madaripur (11513),1997,12,24.4,14.66
Madaripur (11513),1998,1,22.41,12.35
Madaripur (11513),1998,2,27.86,16.05
Madaripur (11513),1998,3,30.46,18.34
Madaripur (11513),1998,4,32.79,22.89
Madaripur (11513),1998,5,33.55,25.65
Madaripur (11513),1998,6,33.94,27.35
Madaripur (11513),1998,7,31.7,26.46
Madaripur (11513),1998,8,32.04,26.9
Madaripur (11513),1998,9,32.16,26.5
Madaripur (11513),1998,10,32.69,25.71
Madaripur (11513),1998,11,30.56,21.52
Madaripur (11513),1998,12,27.39,15.49
Madaripur (11513),1999,1,26.33,12.96
Madaripur (11513),1999,2,28.25,16.19
Madaripur (11513),1999,3,32.53,20.75
Madaripur (11513),1999,4,34.26,25.42
Madaripur (11513),1999,5,33.75,25.31
Madaripur (11513),1999,6,32.58,26.18
Madaripur (11513),1999,7,31.87,25.89
Madaripur (11513),1999,8,31.61,26.34
Madaripur (11513),1999,9,31.26,26.03
Madaripur (11513),1999,10,31.77,25.03
Madaripur (11513),1999,11,30.21,19.94
Madaripur (11513),1999,12,27.48,15.07
Madaripur (11513),2000,1,25.82,13.21
Madaripur (11513),2000,2,26.37,15.63
Madaripur (11513),2000,3,31.92,20.07
Madaripur (11513),2000,4,33.65,23.71
Madaripur (11513),2000,5,33.25,24.63
Madaripur (11513),2000,6,32.62,26.16
Madaripur (11513),2000,7,32.01,26.36
Madaripur (11513),2000,8,32.4,26.7
Madaripur (11513),2000,9,32.53,25.93
Madaripur (11513),2000,10,32.71,24.45
Madaripur (11513),2000,11,30.8,19.72
Madaripur (11513),2000,12,27.29,13.7
Madaripur (11513),2001,1,25.53,11.03
Madaripur (11513),2001,2,29.37,15.6
Madaripur (11513),2001,3,32.81,19.65
Madaripur (11513),2001,4,34.77,23.95
Madaripur (11513),2001,5,33.18,23.95
Madaripur (11513),2001,6,31.25,25.72
Madaripur (11513),2001,7,31.43,26.3
Madaripur (11513),2001,8,32.72,26.82
Madaripur (11513),2001,9,32.28,25.99
Madaripur (11513),2001,10,32.45,24.84
Madaripur (11513),2001,11,29.78,21
Madaripur (11513),2001,12,26.56,14.2
Madaripur (11513),2002,1,25.81,13.91
Madaripur (11513),2002,2,29.42,15.26
Madaripur (11513),2002,3,32.65,20.17
Madaripur (11513),2002,4,32.53,23.19
Madaripur (11513),2002,5,33.11,24.6
Madaripur (11513),2002,6,32.59,25.74
Madaripur (11513),2002,7,32.86,26.01
Madaripur (11513),2002,8,31.88,26.39
Madaripur (11513),2002,9,32.91,25.73
Madaripur (11513),2002,10,32.42,23.61
Madaripur (11513),2002,11,29.95,19.58
Madaripur (11513),2002,12,27.38,15.26
Madaripur (11513),2003,1,23.19,11.24
Madaripur (11513),2003,2,28.94,16.32
Madaripur (11513),2003,3,30.98,18.89
Madaripur (11513),2003,4,34.16,24.65
Madaripur (11513),2003,5,34.5,25.46
Madaripur (11513),2003,6,32.02,25.98
Madaripur (11513),2003,7,32.15,26.91
Madaripur (11513),2003,8,33.01,27.11
Madaripur (11513),2003,9,32.5,26.49
Madaripur (11513),2003,10,32.25,25.34
Madaripur (11513),2003,11,30.84,18.94
Madaripur (11513),2003,12,26.49,15.19
Madaripur (11513),2004,1,24.08,13.19
Madaripur (11513),2004,2,28.92,15.31
Madaripur (11513),2004,3,33.04,21.65
Madaripur (11513),2004,4,33.28,24.37
Madaripur (11513),2004,5,35.54,25.76
Madaripur (11513),2004,6,32.43,25.71
Madaripur (11513),2004,7,31.77,26.47
Madaripur (11513),2004,8,31.87,26.59
Madaripur (11513),2004,9,31.61,26.17
Madaripur (11513),2004,10,31.29,23.68
Madaripur (11513),2004,11,29.37,18.34
Madaripur (11513),2004,12,27.07,15.4
Madaripur (11513),2005,1,25.08,13.14
Madaripur (11513),2005,2,29.5,16.98
Madaripur (11513),2005,3,32.36,21.77
Madaripur (11513),2005,4,34.68,24.11
Madaripur (11513),2005,5,34.38,24.79
Madaripur (11513),2005,6,34,26.76
Madaripur (11513),2005,7,31.44,26.24
Madaripur (11513),2005,8,32.19,26.83
Madaripur (11513),2005,9,32.71,26.51
Madaripur (11513),2005,10,30.97,24.44
Madaripur (11513),2005,11,29.02,18.64
Madaripur (11513),2005,12,26.9,14.65
Madaripur (11513),2006,1,25.57,12.54
Madaripur (11513),2006,2,30.98,18.66
Madaripur (11513),2006,3,33.04,20.52
Madaripur (11513),2006,4,34.19,23.79
Madaripur (11513),2006,5,33.81,25.2
Madaripur (11513),2006,6,32.81,26.66
Madaripur (11513),2006,7,31.95,26.71
Madaripur (11513),2006,8,31.94,26.28
Madaripur (11513),2006,9,32.14,26.14
Madaripur (11513),2006,10,32.63,24.9
Madaripur (11513),2006,11,29.6,19.45
Madaripur (11513),2006,12,27.04,14.21
Madaripur (11513),2007,1,24.9,11.62
Madaripur (11513),2007,2,27.48,16.2
Madaripur (11513),2007,3,31.8,18.24
Madaripur (11513),2007,4,33.7,23.64
Madaripur (11513),2007,5,34.49,25.74
Madaripur (11513),2007,6,32.77,25.88
Madaripur (11513),2007,7,31.26,26.3
Madaripur (11513),2007,8,32.43,26.83
Madaripur (11513),2007,9,31.7,25.98
Madaripur (11513),2007,10,31.6,24.29
Madaripur (11513),2007,11,29.62,20.28
Madaripur (11513),2007,12,26.27,14.52
Madaripur (11513),2008,1,25.27,13.65
Madaripur (11513),2008,2,26.8,14.44
Madaripur (11513),2008,3,32.06,21.73
Madaripur (11513),2008,4,34.66,23.81
Madaripur (11513),2008,5,34.99,24.99
Madaripur (11513),2008,6,31.99,26.1
Madaripur (11513),2008,7,31.45,26.17
Madaripur (11513),2008,8,31.95,26.59
Madaripur (11513),2008,9,32.12,26.38
Madaripur (11513),2008,10,31.41,23.44
Madaripur (11513),2008,11,30.07,18.69
Madaripur (11513),2008,12,26.23,15.85
Madaripur (11513),2009,1,26.47,13.91
Madaripur (11513),2009,2,29.9,15.75
Madaripur (11513),2009,3,33.05,20.24
Madaripur (11513),2009,4,35.08,24.93
Madaripur (11513),2009,5,34.66,24.76
Madaripur (11513),2009,6,34.69,26.28
Madaripur (11513),2009,7,32.01,26.26
Madaripur (11513),2009,8,32.53,26.17
Madaripur (11513),2009,9,32.76,26
Madaripur (11513),2009,10,32.51,23.41
Madaripur (11513),2009,11,30.86,18.99
Madaripur (11513),2009,12,26.63,13.57
Madaripur (11513),2010,1,24.29,10.98
Madaripur (11513),2010,2,29.38,15.28
Madaripur (11513),2010,3,34.36,22.25
Madaripur (11513),2010,4,35.33,25.81
Madaripur (11513),2010,5,34.46,25.07
Madaripur (11513),2010,6,33.31,25.92
Madaripur (11513),2010,7,32.75,26.7
Madaripur (11513),2010,8,33.59,26.69
Madaripur (11513),2010,9,32.65,26.41
Madaripur (11513),2010,10,32.37,23.84
Madaripur (11513),2010,11,30.21,20.43
Madaripur (11513),2010,12,25.76,13.61
Madaripur (11513),2011,1,23.87,10.72
Madaripur (11513),2011,2,28.92,14.76
Madaripur (11513),2011,3,32.6,19.49
Madaripur (11513),2011,4,33.56,22.14
Madaripur (11513),2011,5,33.89,24.39
Madaripur (11513),2011,6,32.75,25.95
Madaripur (11513),2011,7,32.19,26.16
Madaripur (11513),2011,8,31.44,26.06
Madaripur (11513),2011,9,32.01,26.19
Madaripur (11513),2011,10,32.97,24.28
Madaripur (11513),2011,11,30.01,18.15
Madaripur (11513),2011,12,25.18,14.08
Madaripur (11513),2012,1,24.25,12.91
Madaripur (11513),2012,2,29.11,13.94
Madaripur (11513),2012,3,33.16,21.16
Madaripur (11513),2012,4,33.75,22.94
Madaripur (11513),2012,5,34.77,25.11
Madaripur (11513),2012,6,33.41,26.41
Madaripur (11513),2012,7,32.54,26.3
Madaripur (11513),2012,8,32.31,26.24
Madaripur (11513),2012,9,32.2,25.98
Madaripur (11513),2012,10,32.13,23.19
Madaripur (11513),2012,11,29.12,18.03
Madaripur (11513),2012,12,24.66,12.66
Madaripur (11513),2013,1,24.54,9.99
Madaripur (11513),2013,2,28.91,14.72
Madaripur (11513),2013,3,33.09,20.38
Madaripur (11513),2013,4,34.27,23.48
Madaripur (11513),2013,5,31.95,24.12
Madaripur (11513),2013,6,33.33,26.4
Madaripur (11513),2013,7,32.2,26.34
Madaripur (11513),2013,8,31.86,26.02
Madaripur (11513),2013,9,32.22,25.86
Madaripur (11513),2013,10,31.27,23.96
Madaripur (11513),2013,11,30.11,17.81
Madaripur (11513),2013,12,26.41,14.28
Madaripur (11513),2014,1,23.72,11.4
Madaripur (11513),2014,2,27.33,13.88
Madaripur (11513),2014,3,32.55,18.78
Madaripur (11513),2014,4,36.24,23.63
Madaripur (11513),2014,5,35.4,25.09
Madaripur (11513),2014,6,33.47,25.76
Madaripur (11513),2014,7,32.75,26.29
Madaripur (11513),2014,8,32.06,25.79
Madaripur (11513),2014,9,32.55,25.59
Madaripur (11513),2014,10,32.52,22.95
Madaripur (11513),2014,11,30.23,17.46
Madaripur (11513),2014,12,25.07,13.44
Madaripur (11513),2015,1,24.83,12.7
Madaripur (11513),2015,2,28.63,14.92
Madaripur (11513),2015,3,32.71,18.1
Madaripur (11513),2015,4,33.06,22.74
Madaripur (11513),2015,5,34.71,24.85
Madaripur (11513),2015,6,32.94,26.04
Madaripur (11513),2015,7,31.61,25.68
Madaripur (11513),2015,8,32.41,26.25
Madaripur (11513),2015,9,32.89,25.89
Madaripur (11513),2015,10,32.47,23.66
Madaripur (11513),2015,11,30.36,18.87
Madaripur (11513),2015,12,26,14.97
Madaripur (11513),2016,1,25.06,12.03
Madaripur (11513),2016,2,29.89,18.16
Madaripur (11513),2016,3,32.93,21.19
Madaripur (11513),2016,4,34.84,25.83
Madaripur (11513),2016,5,34.16,24.63
Madaripur (11513),2016,6,33.5,26.14
Madaripur (11513),2016,7,32.08,26.22
Madaripur (11513),2016,8,32.49,26.12
Madaripur (11513),2016,9,33.29,25.99
Madaripur (11513),2016,10,32.75,24.28
Madaripur (11513),2016,11,29.92,18.7
Madaripur (11513),2016,12,27.64,14.87
Madaripur (11513),2017,1,26.52,11.79
Madaripur (11513),2017,2,29.76,15.24
Madaripur (11513),2017,3,30.9,19.43
Madaripur (11513),2017,4,33.08,23.75
Madaripur (11513),2017,5,34.69,25.28
Madaripur (11513),2017,6,33.19,25.89
Madaripur (11513),2017,7,32.04,26.13
Madaripur (11513),2017,8,32.88,26.29
Madaripur (11513),2017,9,33.33,26.24
Madaripur (11513),2017,10,31.83,24.42
Madaripur (11513),2017,11,30.57,18.86
Madaripur (11513),2017,12,26.82,15.43
Madaripur (11513),2018,1,24.05,10.26
Madaripur (11513),2018,2,29.25,15.88
Madaripur (11513),2018,3,33.28,20.62
